,Title_of_Movie,Release_Year,Runtime_(min),IMDB_Rating,Metascore,Votes,Box_Office_(Million $)
1263,When the Wind Blows,1986,84,7.7,Not Metascore available,11322,0.01
1264,Sans toit ni loi,1985,105,7.7,Not Metascore available,11535,Not Box Office available
1265,The Purple Rose of Cairo,1985,82,7.7,75        ,52002,10.63
1266,The Goonies,1985,114,7.7,62        ,273855,61.50
1267,The Color Purple,1985,154,7.7,78        ,87406,98.47
1268,Zelig,1983,79,7.7,Not Metascore available,42347,11.80
1269,The Verdict,1982,129,7.7,77        ,40879,54.00
1270,Star Trek II: The Wrath of Khan,1982,113,7.7,68        ,122195,78.91
1271,Przypadek,1987,114,7.7,Not Metascore available,10158,Not Box Office available
1272,Missing,1982,122,7.7,78        ,21734,14.00
1273,First Blood,1982,93,7.7,61        ,252984,47.21
1274,My Dinner with Andre,1981,110,7.7,83        ,22060,5.25
1275,Mephisto,1981,146,7.7,Not Metascore available,10796,Not Box Office available
1276,Ordinary People,1980,124,7.7,86        ,52645,54.80
1277,Airplane!,1980,88,7.7,78        ,239659,83.40
1278,Het Huwelijk van Maria Braun,1979,120,7.7,Not Metascore available,13899,Not Box Office available
1279,Breaking Away,1979,101,7.7,91        ,24000,16.42
1280,Shao Lin san shi liu fang,1978,116,7.7,Not Metascore available,16697,Not Box Office available
1281,Halloween,1978,91,7.7,87        ,280167,47.00
1282,Don,1978,175,7.7,Not Metascore available,12341,Not Box Office available
1283,Konvooi van de angst,1977,121,7.7,68        ,22023,12.00
1284,3 Women,1977,124,7.7,71        ,15610,Not Box Office available
1285,Novecento,1976,317,7.7,70        ,25723,Not Box Office available
1286,Nashville,1975,160,7.7,96        ,26627,14.82
1287,Love and Death,1975,85,7.7,89        ,38849,Not Box Office available
1288,Jeder für sich und Gott gegen alle,1974,110,7.7,Not Metascore available,17885,Not Box Office available
1289,Blazing Saddles,1974,93,7.7,73        ,140167,119.50
1290,Serpico,1973,130,7.7,81        ,123816,29.80
1291,La planète sauvage,1973,72,7.7,73        ,31814,0.19
1292,Badlands,1973,94,7.7,93        ,73485,Not Box Office available
1293,"What's Up, Doc?",1972,94,7.7,Not Metascore available,24322,10.47
1294,Deliverance,1972,109,7.7,80        ,110099,7.06
1295,The French Connection,1971,104,7.7,94        ,123464,15.63
1296,Dirty Harry,1971,102,7.7,87        ,157335,35.90
1297,Levend of dood,1968,105,7.7,Not Metascore available,16056,0.05
1298,Les demoiselles de Rochefort,1967,120,7.7,Not Metascore available,10528,0.09
1299,Wait Until Dark,1967,108,7.7,81        ,31139,17.55
1300,Mouchette,1967,81,7.7,Not Metascore available,11881,Not Box Office available
1301,The Dirty Dozen,1967,150,7.7,73        ,74059,45.30
1302,Bonnie and Clyde,1967,111,7.7,86        ,113596,Not Box Office available
1303,Belle de jour,1967,100,7.7,Not Metascore available,45155,0.03
1304,A Man for All Seasons,1966,120,7.7,72        ,34853,28.35
1305,Zulu,1964,138,7.7,77        ,39564,Not Box Office available
1306,Il vangelo secondo Matteo,1964,137,7.7,Not Metascore available,12465,Not Box Office available
1307,Goldfinger,1964,110,7.7,87        ,191234,51.08
1308,Eclypse,1962,126,7.7,Not Metascore available,20119,Not Box Office available
1309,The Longest Day,1962,178,7.7,75        ,56233,39.10
1310,Cape Fear,1962,106,7.7,76        ,29599,Not Box Office available
1311,Splendor in the Grass,1961,124,7.7,74        ,21245,8.72
1312,Jules et Jim,1962,105,7.7,97        ,41869,Not Box Office available
1313,Le doulos,1962,108,7.7,Not Metascore available,10895,0.08
1314,L'année dernière à Marienbad,1961,94,7.7,Not Metascore available,23091,0.06
1315,Plein soleil,1960,118,7.7,Not Metascore available,16947,Not Box Office available
1316,The Magnificent Seven,1960,128,7.7,74        ,95449,4.91
1317,Elmer Gantry,1960,146,7.7,Not Metascore available,11838,11.34
1318,Liefde zonder uitzicht,1960,90,7.7,Not Metascore available,82256,0.34
1319,Mon oncle,1958,116,7.7,Not Metascore available,22626,Not Box Office available
1320,Invasion of the Body Snatchers,1956,80,7.7,92        ,50576,Not Box Office available
1321,Sommarnattens leende,1955,109,7.7,Not Metascore available,13828,Not Box Office available
1322,Marty,1955,90,7.7,Not Metascore available,24599,Not Box Office available
1323,Zij allen waren schuldig,1955,81,7.7,Not Metascore available,22357,Not Box Office available
1324,Muiterij op de Caine,1954,124,7.7,63        ,27992,21.75
1325,Een yankee in Ierland,1952,129,7.7,85        ,39106,10.55
1326,Illusie van het geluk,1951,122,7.7,76        ,22934,Not Box Office available
1327,The African Queen,1951,105,7.7,91        ,79185,0.54
1328,Geschonden glorie,1950,85,7.7,94        ,11428,Not Box Office available
1329,Twelve O'Clock High,1949,132,7.7,Not Metascore available,14921,Not Box Office available
1330,Yoidore tenshi,1948,98,7.7,Not Metascore available,12201,Not Box Office available
1331,Key Largo,1948,100,7.7,Not Metascore available,41366,Not Box Office available
1332,Odd Man Out,1947,116,7.7,87        ,10330,Not Box Office available
1333,De straat der verloren zielen,1947,110,7.7,75        ,12310,Not Box Office available
1334,Black Narcissus,1947,101,7.7,86        ,25120,Not Box Office available
1335,Zonder genade,1946,97,7.7,Not Metascore available,23885,Not Box Office available
1336,The Killers,1946,103,7.7,Not Metascore available,21540,Not Box Office available
1337,Ivan Groznyy,1944,103,7.7,Not Metascore available,10151,Not Box Office available
1338,Sergeant York,1941,134,7.7,Not Metascore available,18546,16.40
1339,The Lady Eve,1941,94,7.7,96        ,21663,Not Box Office available
1340,How Green Was My Valley,1941,118,7.7,88        ,24452,Not Box Office available
1341,Acht professoren en een meisje,1941,111,7.7,78        ,12735,Not Box Office available
1342,Waterloo Bridge,1940,108,7.7,73        ,10202,Not Box Office available
1343,Fantasia,1940,125,7.7,96        ,97044,76.41
1344,The Women,1939,133,7.7,Not Metascore available,14032,2.27
1345,Levensproblemen,1938,95,7.7,Not Metascore available,16503,Not Box Office available
1346,Die verduivelde waarheid,1937,90,7.7,87        ,19816,Not Box Office available
1347,Top Hat,1935,101,7.7,92        ,19384,3.88
1348,Mutiny on the Bounty,1935,132,7.7,87        ,23252,Not Box Office available
1349,Kapitein Blood,1935,119,7.7,89        ,14606,2.96
1350,Scarface,1932,93,7.7,87        ,28286,Not Box Office available
1351,Der blaue Engel,1930,104,7.7,88        ,15244,0.08
1352,Intolerance: Love's Struggle Throughout the Ages,1916,163,7.7,99        ,15700,2.18
1353,Pushpa: The Rise - Part 1,2021,179,7.6,Not Metascore available,74069,Not Box Office available
1354,Sharmaji Namkeen,2022,119,7.6,Not Metascore available,10453,Not Box Office available
1355,Dark Waters,2019,126,7.6,73        ,88777,Not Box Office available
1356,And Then We Danced,2019,113,7.6,68        ,12963,Not Box Office available
1357,The Two Popes,2019,125,7.6,75        ,123877,Not Box Office available
1358,Sorry We Missed You,2019,101,7.6,82        ,22738,Not Box Office available
1359,The Mitchells vs the Machines,2021,114,7.6,81        ,107846,Not Box Office available
1360,Karwaan,2018,114,7.6,Not Metascore available,16061,0.18
1361,Kamera o tomeru na!,2017,96,7.6,86        ,24970,Not Box Office available
1362,Müslüm,2018,136,7.6,Not Metascore available,18664,Not Box Office available
1363,Ölümlü Dünya,2018,107,7.6,Not Metascore available,27056,Not Box Office available
1364,Searching,III 2018,102,7.6,71        ,162917,26.02
1365,The Boy Who Harnessed the Wind,2019,113,7.6,68        ,38627,Not Box Office available
1366,Ludo,2020,150,7.6,Not Metascore available,39639,Not Box Office available
1367,Once Upon a Time... in Hollywood,2019,161,7.6,83        ,726858,142.50
1368,L'insulte,2017,113,7.6,72        ,17038,1.00
1369,Parmanu: The Story of Pokhran,2018,129,7.6,Not Metascore available,24312,Not Box Office available
1370,Chalard games goeng,2017,130,7.6,Not Metascore available,21233,Not Box Office available
1371,Newton,2017,106,7.6,Not Metascore available,20290,Not Box Office available
1372,Sanju,2018,155,7.6,Not Metascore available,55130,7.91
1373,Nelyubov,2017,127,7.6,86        ,33360,0.57
1374,Madaari,2016,133,7.6,Not Metascore available,14411,Not Box Office available
1375,Busanhaeng,2016,118,7.6,73        ,220061,2.13
1376,The Florida Project,2017,111,7.6,92        ,114917,5.90
1377,God's Own Country,2017,104,7.6,85        ,31314,0.34
1378,Hotel Mumbai,2018,123,7.6,62        ,64488,9.65
1379,Twin Peaks: The Missing Pieces,2014,91,7.6,Not Metascore available,11178,Not Box Office available
1380,Irudhi Suttru,2016,109,7.6,Not Metascore available,12183,0.08
1381,Neerja,2016,122,7.6,Not Metascore available,22898,1.54
1382,Just Mercy,2019,137,7.6,68        ,67835,Not Box Office available
1383,Gifted,2017,101,7.6,60        ,117232,24.80
1384,The Peanut Butter Falcon,2019,97,7.6,70        ,90487,13.12
1385,Bakemono no ko,2015,119,7.6,65        ,24385,0.45
1386,Victoria,II 2015,138,7.6,77        ,59045,Not Box Office available
1387,Mr. Church,2016,104,7.6,37        ,28975,0.69
1388,Mustang,2015,97,7.6,83        ,38940,0.85
1389,Guardians of the Galaxy Vol. 2,2017,136,7.6,67        ,675989,389.81
1390,Baby Driver,2017,113,7.6,86        ,533651,107.83
1391,Only the Brave,2017,134,7.6,72        ,70162,18.34
1392,Piku,2015,123,7.6,Not Metascore available,32047,Not Box Office available
1393,Maudie,2016,115,7.6,65        ,18953,6.17
1394,The Last: Naruto the Movie,2014,112,7.6,Not Metascore available,15466,Not Box Office available
1395,Bridge of Spies,2015,142,7.6,81        ,311358,72.31
1396,Incredibles 2,2018,118,7.6,80        ,296072,608.58
1397,Vaiana,I 2016,107,7.6,81        ,334313,248.76
1398,Detective Byomkesh Bakshy!,2015,139,7.6,Not Metascore available,23434,0.58
1399,What We Do in the Shadows,2014,86,7.6,76        ,184526,3.33
1400,Sicario,2015,121,7.6,82        ,428495,46.89
1401,Mucize,2015,136,7.6,Not Metascore available,12823,Not Box Office available
1402,Creed,II 2015,133,7.6,82        ,273985,109.77
1403,Highway,I 2014,133,7.6,40        ,29128,0.53
1404,Madras Cafe,2013,130,7.6,Not Metascore available,24711,Not Box Office available
1405,Leviafan,2014,140,7.6,92        ,53834,1.09
1406,Sinsegye,2013,135,7.6,58        ,24070,0.46
1407,Hell or High Water,II 2016,102,7.6,88        ,231182,26.86
1408,Dag,2012,90,7.6,Not Metascore available,22009,Not Box Office available
1409,Philomena,2013,98,7.6,77        ,100477,37.71
1410,Raanjhanaa,2013,140,7.6,Not Metascore available,32958,0.88
1411,Tanu Weds Manu Returns,2015,128,7.6,Not Metascore available,28992,Not Box Office available
1412,Dawn of the Planet of the Apes,2014,130,7.6,79        ,441798,208.55
1413,"Na xie nian, wo men yi qi zhui de nu hai",2011,109,7.6,Not Metascore available,10745,Not Box Office available
1414,El cuerpo,2012,112,7.6,Not Metascore available,66381,Not Box Office available
1415,Pyaar Ka Punchnama,2011,149,7.6,Not Metascore available,21764,Not Box Office available
1416,The Raid,2011,101,7.6,73        ,205306,4.11
1417,End of Watch,2012,109,7.6,68        ,249215,41.00
1418,"Oslo, 31. august",2011,95,7.6,84        ,25555,0.10
1419,Weekend,II 2011,97,7.6,81        ,30617,0.46
1420,Laurence Anyways,2012,168,7.6,73        ,20752,Not Box Office available
1421,Mai wei,2011,137,7.6,30        ,11851,0.07
1422,Karigurashi no Arietty,2010,94,7.6,80        ,93079,19.20
1423,127 Hours,2010,94,7.6,82        ,377220,18.34
1424,A Star Is Born,2018,136,7.6,88        ,382562,215.29
1425,Drive My Car,2021,179,7.6,91        ,49429,Not Box Office available
1426,True Grit,2010,110,7.6,80        ,339462,171.24
1427,Ayan,2009,162,7.6,Not Metascore available,10846,Not Box Office available
1428,Hævnen,2010,118,7.6,65        ,40347,1.01
1429,Wake Up Sid,2009,138,7.6,Not Metascore available,31840,0.72
1430,Despicable Me,2010,95,7.6,72        ,546646,251.51
1431,Rise of the Planet of the Apes,2011,105,7.6,68        ,528693,176.76
1432,50/50,2011,100,7.6,72        ,330958,35.01
1433,Khuda Haafiz Chapter II: Agni Pariksha,2022,144,7.6,Not Metascore available,13450,Not Box Office available
1434,Kick-Ass,2010,117,7.6,66        ,562594,48.07
1435,Mahaan,2022,163,7.6,Not Metascore available,15583,Not Box Office available
1436,Celda 211,2009,113,7.6,Not Metascore available,68021,Not Box Office available
1437,Aamir,2008,99,7.6,Not Metascore available,11352,Not Box Office available
1438,Moneyball,2011,133,7.6,87        ,422603,75.61
1439,La piel que habito,2011,120,7.6,70        ,153474,3.19
1440,Zombieland,2009,88,7.6,73        ,576456,75.59
1441,Mass,2021,111,7.6,81        ,14165,Not Box Office available
1442,Shiddat,2021,146,7.6,Not Metascore available,21351,Not Box Office available
1443,Boy A,2007,102,7.6,75        ,37912,0.11
1444,Il y a longtemps que je t'aime,2008,117,7.6,79        ,20373,3.17
1445,Die Welle,2008,107,7.6,Not Metascore available,109684,Not Box Office available
1446,Lootcase,2020,132,7.6,Not Metascore available,17653,Not Box Office available
1447,Les misérables,2019,104,7.6,78        ,25208,Not Box Office available
1448,Bheja Fry,2007,95,7.6,Not Metascore available,11929,Not Box Office available
1449,Sherlock Holmes,2009,128,7.6,57        ,632859,209.03
1450,The Reader,2008,124,7.6,58        ,246036,34.19
1451,Shelter,II 2007,97,7.6,66        ,22784,0.14
1452,Evangelion Shin Gekijôban: Jo,2007,98,7.6,66        ,24450,0.11
1453,The Blind Side,2009,129,7.6,53        ,332181,255.96
1454,Ponyo,2008,101,7.6,86        ,144229,15.09
1455,The Visitor,I 2007,104,7.6,79        ,43418,9.42
1456,Superman II: The Richard Donner Cut,1980,116,7.6,Not Metascore available,17215,Not Box Office available
1457,Superbad,2007,113,7.6,76        ,578948,121.46
1458,Seven Pounds,2008,123,7.6,36        ,303435,69.95
1459,Eastern Promises,2007,100,7.6,82        ,243840,17.11
1460,12,2007,159,7.6,72        ,14803,0.13
1461,Stardust,2007,127,7.6,66        ,273109,38.63
1462,The Secret of Kells,2009,71,7.6,81        ,35766,0.69
1463,United 93,2006,111,7.6,90        ,106940,31.57
1464,Freedom Writers,2007,123,7.6,64        ,79415,36.61
1465,The Last King of Scotland,2006,123,7.6,74        ,186997,17.61
1466,Inside Man,2006,129,7.6,76        ,373350,88.51
1467,Gone Baby Gone,2007,114,7.6,72        ,272823,20.30
1468,La Vie En Rose,2007,140,7.6,66        ,87441,10.30
1469,Fearless,2006,104,7.6,70        ,76308,24.63
1470,The Illusionist,2006,110,7.6,68        ,373158,39.87
1471,Volver,I 2006,121,7.6,84        ,102407,12.90
1472,Kung Fu Panda,2008,92,7.6,74        ,468783,215.43
1473,Sarkar,2005,124,7.6,Not Metascore available,16888,Not Box Office available
1474,Sophie Scholl,2005,120,7.6,76        ,27821,0.68
1475,Control,2007,122,7.6,78        ,65706,0.87
1476,Shooting Dogs,2005,115,7.6,71        ,11600,Not Box Office available
1477,Stranger Than Fiction,2006,113,7.6,67        ,229344,40.14
1478,The Kite Runner,2007,128,7.6,61        ,80501,15.80
1479,Dead Man's Shoes,2004,90,7.6,52        ,54411,0.01
1480,Harry Potter en de halfbloed prins,2009,153,7.6,78        ,542180,301.96
1481,300,2006,117,7.6,52        ,818483,210.61
1482,Match Point,2005,124,7.6,72        ,218716,23.09
1483,Watchmen,2009,162,7.6,56        ,551377,107.51
1484,Lord of War,2005,122,7.6,62        ,318062,24.15
1485,Saw,2004,103,7.6,46        ,421732,56.00
1486,Kontroll,2003,111,7.6,72        ,25798,0.24
1487,Hungama,2003,153,7.6,Not Metascore available,15709,Not Box Office available
1488,Mysterious Skin,2004,105,7.6,73        ,70601,0.70
1489,O Homem Que Copiava,2003,123,7.6,49        ,10545,0.02
1490,Un long dimanche de fiançailles,2004,133,7.6,76        ,74061,6.17
1491,The Station Agent,2003,89,7.6,81        ,70888,5.74
1492,21 Grams,2003,124,7.6,70        ,237599,16.29
1493,Love Actually,2003,135,7.6,55        ,479722,59.70
1494,Mies vailla menneisyyttä,2002,97,7.6,84        ,23690,0.92
1495,25th Hour,2002,135,7.6,68        ,179342,13.06
1496,The Butterfly Effect,2004,113,7.6,30        ,489428,57.94
1497,Bloody Sunday,2002,111,7.6,90        ,24943,0.77
1498,I Am Sam,2001,132,7.6,28        ,150610,40.31
1499,Batoru rowaiaru,2000,114,7.6,81        ,183688,Not Box Office available
1500,The Royal Tenenbaums,2001,110,7.6,76        ,292973,52.36
1501,Harry Potter en de steen der wijzen,2001,152,7.6,65        ,773924,317.58
1502,The Others,2001,101,7.6,74        ,367576,96.52
1503,Vampire Hunter D: Bloodlust,2000,103,7.6,62        ,32428,0.15
1504,Enemy at the Gates,2001,131,7.6,53        ,263060,51.40
1505,Moulin Rouge!,2001,127,7.6,66        ,285685,57.39
1506,Traffic,2000,147,7.6,86        ,208035,124.12
1507,The Hurricane,1999,146,7.6,74        ,97659,50.67
1508,Kuch Kuch Hota Hai,1998,177,7.6,Not Metascore available,52902,2.10
1509,Interstate 60: Episodes of the Road,2002,116,7.6,Not Metascore available,33353,Not Box Office available
1510,Wandafuru raifu,1998,119,7.6,91        ,12230,0.80
1511,Shurayukihime,1973,97,7.6,80        ,14563,Not Box Office available
1512,Agir Roman,1997,120,7.6,Not Metascore available,11255,Not Box Office available
1513,American Psycho,2000,102,7.6,64        ,608891,15.07
1514,Dragon Ball Z: Fukkatsu no Fusion!! Gokuu to Vegeta,1995,51,7.6,Not Metascore available,11069,Not Box Office available
1515,Los amantes del Círculo Polar,1998,112,7.6,Not Metascore available,19533,0.50
1516,Rushmore,1998,93,7.6,86        ,186195,17.11
1517,Star Wars: Episode III - Revenge of the Sith,2005,140,7.6,68        ,788451,380.26
1518,The Thin Red Line,1998,170,7.6,78        ,188327,36.40
1519,The Red Violin,1998,130,7.6,57        ,33271,9.47
